State,Year,Quarter,District,Registered_user,App_opens
Maharashtra,2018,3,washim,51549,0
Maharashtra,2018,3,sangli,189937,0
Maharashtra,2018,3,gadchiroli,38429,0
Maharashtra,2018,3,raigad,308594,0
Maharashtra,2018,3,palghar,312322,0
Maharashtra,2018,3,jalna,102291,0
Maharashtra,2018,3,gondia,67233,0
Maharashtra,2018,3,ahmednagar,344804,0
Maharashtra,2018,3,pune,1974138,0
Maharashtra,2018,3,beed,132639,0
Maharashtra,2018,3,satara,208545,0
Maharashtra,2018,4,jalgaon,325677,0
Maharashtra,2018,4,latur,212030,0
Maharashtra,2018,4,thane,1473811,0
Maharashtra,2018,4,bhandara,86513,0
Maharashtra,2018,4,nandurbar,64012,0
Maharashtra,2018,4,chandrapur,149712,0
Maharashtra,2018,4,kolhapur,372286,0
Maharashtra,2018,4,solapur,419060,0
Maharashtra,2018,4,mumbai,543353,0
Maharashtra,2018,4,sindhudurg,47259,0
Maharashtra,2018,4,dhule,140033,0
Maharashtra,2018,4,wardha,100626,0
Maharashtra,2018,4,parbhani,117401,0
Maharashtra,2018,4,mumbai suburban,1578487,0
Maharashtra,2018,4,hingoli,60769,0
Maharashtra,2018,4,ratnagiri,82907,0
Maharashtra,2018,4,nanded,212108,0
Maharashtra,2018,4,osmanabad,119476,0
Maharashtra,2018,4,nagpur,627317,0
Maharashtra,2018,4,buldhana,183255,0
Maharashtra,2018,4,nashik,698343,0
Maharashtra,2018,4,akola,121472,0
Maharashtra,2018,4,yavatmal,129352,0
Maharashtra,2018,4,aurangabad,534477,0
Maharashtra,2018,4,amravati,213417,0
Maharashtra,2018,4,washim,65005,0
Maharashtra,2018,4,sangli,241022,0
Maharashtra,2018,4,gadchiroli,48456,0
Maharashtra,2018,4,raigad,405733,0
Maharashtra,2018,4,palghar,414825,0
Maharashtra,2018,4,jalna,129656,0
Maharashtra,2018,4,gondia,83706,0
Maharashtra,2018,4,ahmednagar,439246,0
Maharashtra,2018,4,pune,2498852,0
Maharashtra,2018,4,beed,170917,0
Maharashtra,2018,4,satara,271031,0
Maharashtra,2019,1,jalgaon,383547,0
Maharashtra,2019,1,latur,250662,0
Maharashtra,2019,1,thane,1834051,0
Maharashtra,2019,1,bhandara,103514,0
Maharashtra,2019,1,nandurbar,77352,0
Maharashtra,2019,1,chandrapur,178696,0
Maharashtra,2019,1,kolhapur,454858,0
Maharashtra,2019,1,solapur,505662,0
Maharashtra,2019,1,mumbai,670094,0
Maharashtra,2019,1,sindhudurg,58911,0
Maharashtra,2019,1,dhule,166252,0
Maharashtra,2019,1,wardha,120193,0
Maharashtra,2019,1,parbhani,138597,0
Maharashtra,2019,1,mumbai suburban,1901210,0
Maharashtra,2019,1,hingoli,72615,0
Maharashtra,2019,1,ratnagiri,103057,0
Maharashtra,2019,1,nanded,252342,0
Maharashtra,2019,1,osmanabad,145109,0
Maharashtra,2019,1,nagpur,765612,0
Maharashtra,2019,1,buldhana,218739,0
Maharashtra,2019,1,nashik,853648,0
Maharashtra,2019,1,akola,144784,0
Maharashtra,2019,1,yavatmal,155775,0
Maharashtra,2019,1,aurangabad,644687,0
Maharashtra,2019,1,amravati,260174,0
Maharashtra,2019,1,washim,78091,0
Maharashtra,2019,1,sangli,291314,0
Maharashtra,2019,1,gadchiroli,57518,0
Maharashtra,2019,1,raigad,509108,0
Maharashtra,2019,1,palghar,521918,0
Maharashtra,2019,1,jalna,156361,0
Maharashtra,2019,1,gondia,98644,0
Maharashtra,2019,1,ahmednagar,532651,0
Maharashtra,2019,1,pune,3038402,0
Maharashtra,2019,1,beed,207350,0
Maharashtra,2019,1,satara,332953,0
Maharashtra,2019,2,jalgaon,433653,2134771
Maharashtra,2019,2,latur,284135,1523453
Maharashtra,2019,2,thane,2118406,11296340
Maharashtra,2019,2,bhandara,118943,625433
Maharashtra,2019,2,nandurbar,89105,421478
Maharashtra,2019,2,chandrapur,204382,908090
Maharashtra,2019,2,kolhapur,526335,2248114
Maharashtra,2019,2,solapur,581443,3248371
Maharashtra,2019,2,mumbai,785480,4012074
Maharashtra,2019,2,sindhudurg,70229,262505
Maharashtra,2019,2,dhule,188514,926918
Maharashtra,2019,2,wardha,137995,714597
Maharashtra,2019,2,parbhani,156183,760632
Maharashtra,2019,2,mumbai suburban,2151657,11278764
Maharashtra,2019,2,hingoli,82935,410145
Maharashtra,2019,2,ratnagiri,122555,450997
Maharashtra,2019,2,nanded,286168,1442512
Maharashtra,2019,2,osmanabad,168641,975496
Maharashtra,2019,2,nagpur,887042,5659280
Maharashtra,2019,2,buldhana,248759,1304782
Maharashtra,2019,2,nashik,995687,6368818
Maharashtra,2019,2,akola,165680,739009
Maharashtra,2019,2,yavatmal,179544,820660
Maharashtra,2019,2,aurangabad,736863,5216788
Maharashtra,2019,2,amravati,308694,1874961
Maharashtra,2019,2,washim,89639,429527
Maharashtra,2019,2,sangli,337602,1425757
Maharashtra,2019,2,gadchiroli,66341,347451
Maharashtra,2019,2,raigad,594675,3007157
Maharashtra,2019,2,palghar,608184,3056750
Maharashtra,2019,2,jalna,180668,968650
Maharashtra,2019,2,gondia,111756,560345
Maharashtra,2019,2,ahmednagar,614812,3200373
Maharashtra,2019,2,pune,3514081,28350305
Maharashtra,2019,2,beed,239775,1204613
Maharashtra,2019,2,satara,390414,1791789
Maharashtra,2019,3,jalgaon,484320,7521590
Maharashtra,2019,3,latur,317568,5434923
Maharashtra,2019,3,thane,2396815,42873101
Maharashtra,2019,3,bhandara,133936,2083768
Maharashtra,2019,3,nandurbar,100724,1474214
Maharashtra,2019,3,chandrapur,230287,3166372
Maharashtra,2019,3,kolhapur,596174,8193309
Maharashtra,2019,3,solapur,656265,12732297
Maharashtra,2019,3,mumbai,889541,14809787
Maharashtra,2019,3,sindhudurg,80642,932423
Maharashtra,2019,3,dhule,210268,3282875
Maharashtra,2019,3,wardha,155318,2487741
Maharashtra,2019,3,parbhani,176060,2887387
Maharashtra,2019,3,mumbai suburban,2407754,42728498
Maharashtra,2019,3,hingoli,92993,1485748
Maharashtra,2019,3,ratnagiri,141611,1636070
Maharashtra,2019,3,nanded,320624,5340619
Maharashtra,2019,3,osmanabad,190762,3523752
Maharashtra,2019,3,nagpur,1015333,22477622
Maharashtra,2019,3,buldhana,277803,4679657
Maharashtra,2019,3,nashik,1155897,27497445
Maharashtra,2019,3,akola,188557,2665636
Maharashtra,2019,3,yavatmal,204051,2886890
Maharashtra,2019,3,aurangabad,841802,22471070
Maharashtra,2019,3,amravati,356494,7545087
Maharashtra,2019,3,washim,101077,1522700
Maharashtra,2019,3,sangli,381166,5136941
Maharashtra,2019,3,gadchiroli,74415,1177160
Maharashtra,2019,3,raigad,679155,11541821
Maharashtra,2019,3,palghar,691229,11702552
Maharashtra,2019,3,jalna,208117,3908155
Maharashtra,2019,3,gondia,124708,1913026
Maharashtra,2019,3,ahmednagar,705492,12684741
Maharashtra,2019,3,pune,4004991,126338358
Maharashtra,2019,3,beed,272488,4445026
Maharashtra,2019,3,satara,448644,6810052
Maharashtra,2019,4,jalgaon,544543,10489465
Maharashtra,2019,4,latur,356834,7291996
Maharashtra,2019,4,thane,2638051,49544905
Maharashtra,2019,4,bhandara,149568,2623603
Maharashtra,2019,4,nandurbar,114409,1959032
Maharashtra,2019,4,chandrapur,259318,4145599
Maharashtra,2019,4,kolhapur,667401,10745321
Maharashtra,2019,4,solapur,736907,16277113
Maharashtra,2019,4,mumbai,973018,17093268
Maharashtra,2019,4,sindhudurg,91544,1136927
Maharashtra,2019,4,dhule,236666,4572478
Maharashtra,2019,4,wardha,173768,3114432
Maharashtra,2019,4,parbhani,199870,3855049
Maharashtra,2019,4,mumbai suburban,2630360,47901433
Maharashtra,2019,4,hingoli,105533,1945712
Maharashtra,2019,4,ratnagiri,161019,1982045
Maharashtra,2019,4,nanded,365279,7255734
Maharashtra,2019,4,osmanabad,216991,4775401
Maharashtra,2019,4,nagpur,1134480,27203048
Maharashtra,2019,4,buldhana,314734,6456257
Maharashtra,2019,4,nashik,1304611,35520766
Maharashtra,2019,4,akola,213840,3628010
Maharashtra,2019,4,yavatmal,232610,3864845
Maharashtra,2019,4,aurangabad,947081,28810624
Maharashtra,2019,4,amravati,403858,9688198
Maharashtra,2019,4,washim,114788,2011846
Maharashtra,2019,4,sangli,430878,7031892
Maharashtra,2019,4,gadchiroli,83722,1577267
Maharashtra,2019,4,raigad,754910,14090489
Maharashtra,2019,4,palghar,767925,13717318
Maharashtra,2019,4,jalna,240006,5304410
Maharashtra,2019,4,gondia,139401,2437637
Maharashtra,2019,4,ahmednagar,805271,17436148
Maharashtra,2019,4,pune,4416899,152980118
Maharashtra,2019,4,beed,310864,5886917
Maharashtra,2019,4,satara,508340,9298809
Maharashtra,2020,1,jalgaon,605036,12727925
Maharashtra,2020,1,latur,398366,9141940
Maharashtra,2020,1,thane,2878073,53154761
Maharashtra,2020,1,bhandara,165915,3071689
Maharashtra,2020,1,nandurbar,128739,2392415
Maharashtra,2020,1,chandrapur,291058,5043795
Maharashtra,2020,1,kolhapur,738677,12526668
Maharashtra,2020,1,solapur,821512,19906885
Maharashtra,2020,1,mumbai,1054509,17783664
Maharashtra,2020,1,sindhudurg,102279,1353095
Maharashtra,2020,1,dhule,263999,5557414
Maharashtra,2020,1,wardha,193238,3587576
Maharashtra,2020,1,parbhani,225598,4936460
Maharashtra,2020,1,mumbai suburban,2843378,50630793
Maharashtra,2020,1,hingoli,119554,2440502
Maharashtra,2020,1,ratnagiri,181890,2408762
Maharashtra,2020,1,nanded,412138,9230338
Maharashtra,2020,1,osmanabad,245431,6174822
Maharashtra,2020,1,nagpur,1251510,30161903
Maharashtra,2020,1,buldhana,353711,8032264
Maharashtra,2020,1,nashik,1448324,41136042
Maharashtra,2020,1,akola,239492,4334880
Maharashtra,2020,1,yavatmal,264447,4789053
Maharashtra,2020,1,aurangabad,1046306,32972844
Maharashtra,2020,1,amravati,452583,11261486
Maharashtra,2020,1,washim,129675,2509326
Maharashtra,2020,1,sangli,482269,8449960
Maharashtra,2020,1,gadchiroli,93237,1755477
Maharashtra,2020,1,raigad,830643,15575119
Maharashtra,2020,1,palghar,848560,15443541
Maharashtra,2020,1,jalna,273333,6634039
Maharashtra,2020,1,gondia,154128,2821505
Maharashtra,2020,1,ahmednagar,905962,21793085
Maharashtra,2020,1,pune,4802397,166264817
Maharashtra,2020,1,beed,352440,7689104
Maharashtra,2020,1,satara,569983,11452619
Maharashtra,2020,2,jalgaon,674333,14391588
Maharashtra,2020,2,latur,442532,10323627
Maharashtra,2020,2,thane,3135101,41679075
Maharashtra,2020,2,bhandara,186624,3670089
Maharashtra,2020,2,nandurbar,148303,3144632
Maharashtra,2020,2,chandrapur,328119,5688173
Maharashtra,2020,2,kolhapur,814605,12660217
Maharashtra,2020,2,solapur,918756,22162038
Maharashtra,2020,2,mumbai,1141566,10541671
Maharashtra,2020,2,sindhudurg,116431,1668792
Maharashtra,2020,2,dhule,297518,6607210
Maharashtra,2020,2,wardha,215844,3802647
Maharashtra,2020,2,parbhani,256238,5925433
Maharashtra,2020,2,mumbai suburban,3060916,33883264
Maharashtra,2020,2,hingoli,137153,3116521
Maharashtra,2020,2,ratnagiri,207795,3098395
Maharashtra,2020,2,nanded,465427,10407217
Maharashtra,2020,2,osmanabad,276601,7667775
Maharashtra,2020,2,nagpur,1377642,24180114
Maharashtra,2020,2,buldhana,399816,9683692
Maharashtra,2020,2,nashik,1602650,37705941
Maharashtra,2020,2,akola,270559,4841458
Maharashtra,2020,2,yavatmal,304402,5808109
Maharashtra,2020,2,aurangabad,1142730,25999949
Maharashtra,2020,2,amravati,507916,10749998
Maharashtra,2020,2,washim,147446,3130154
Maharashtra,2020,2,sangli,537082,9210637
Maharashtra,2020,2,gadchiroli,104971,2076992
Maharashtra,2020,2,raigad,914900,14041737
Maharashtra,2020,2,palghar,947121,16423449
Maharashtra,2020,2,jalna,308894,7486666
Maharashtra,2020,2,gondia,173024,3406137
Maharashtra,2020,2,ahmednagar,1014520,22908289
Maharashtra,2020,2,pune,5144688,84972772
Maharashtra,2020,2,beed,406418,10527155
Maharashtra,2020,2,satara,636445,12763199
Maharashtra,2020,3,jalgaon,743569,17695427
Maharashtra,2020,3,latur,487737,12529419
Maharashtra,2020,3,thane,3401853,52297968
Maharashtra,2020,3,bhandara,204981,4356190
Maharashtra,2020,3,nandurbar,166410,3724827
Maharashtra,2020,3,chandrapur,363342,7045440
Maharashtra,2020,3,kolhapur,888115,14966592
Maharashtra,2020,3,solapur,1012518,28891583
Maharashtra,2020,3,mumbai,1234355,13941010
Maharashtra,2020,3,sindhudurg,130919,1987566
Maharashtra,2020,3,dhule,328830,8067643
Maharashtra,2020,3,wardha,237655,4580040
Maharashtra,2020,3,parbhani,285190,7390362
Maharashtra,2020,3,mumbai suburban,3304696,42335510
Maharashtra,2020,3,hingoli,153826,3833142
Maharashtra,2020,3,ratnagiri,232740,3520849
Maharashtra,2020,3,nanded,516629,13025435
Maharashtra,2020,3,osmanabad,306365,9424874
Maharashtra,2020,3,nagpur,1502777,33257572
Maharashtra,2020,3,buldhana,442520,11822619
Maharashtra,2020,3,nashik,1752191,51545991
Maharashtra,2020,3,akola,300191,6048017
Maharashtra,2020,3,yavatmal,339550,6963604
Maharashtra,2020,3,aurangabad,1244879,37148805
Maharashtra,2020,3,amravati,559554,13609334
Maharashtra,2020,3,washim,164636,3774276
Maharashtra,2020,3,sangli,592418,11236674
Maharashtra,2020,3,gadchiroli,116628,2495986
Maharashtra,2020,3,raigad,1001129,17849735
Maharashtra,2020,3,palghar,1034468,17374224
Maharashtra,2020,3,jalna,343751,9707302
Maharashtra,2020,3,gondia,189739,3853651
Maharashtra,2020,3,ahmednagar,1123648,30036265
Maharashtra,2020,3,pune,5546002,133793402
Maharashtra,2020,3,beed,454108,12860646
Maharashtra,2020,3,satara,701594,15205121
Maharashtra,2020,4,jalgaon,816922,22645586
Maharashtra,2020,4,latur,539386,17279732
Maharashtra,2020,4,thane,3727358,82413249
Maharashtra,2020,4,bhandara,224428,5403094
Maharashtra,2020,4,nandurbar,185364,4701658
Maharashtra,2020,4,chandrapur,402099,9492265
Maharashtra,2020,4,kolhapur,974585,21266960
Maharashtra,2020,4,solapur,1113260,38785337
Maharashtra,2020,4,mumbai,1347356,23972829
Maharashtra,2020,4,sindhudurg,147242,2507093
Maharashtra,2020,4,dhule,363024,10499674
Maharashtra,2020,4,wardha,261295,5910689
Maharashtra,2020,4,parbhani,316441,9719978
Maharashtra,2020,4,mumbai suburban,3609970,68832123
Maharashtra,2020,4,hingoli,170844,4783410
Maharashtra,2020,4,ratnagiri,259813,4183042
Maharashtra,2020,4,nanded,574606,17631961
Maharashtra,2020,4,osmanabad,337291,12068034
Maharashtra,2020,4,nagpur,1637270,44969544
Maharashtra,2020,4,buldhana,487832,14858983
Maharashtra,2020,4,nashik,1907318,66339993
Maharashtra,2020,4,akola,332597,8033141
Maharashtra,2020,4,yavatmal,379678,9064914
Maharashtra,2020,4,aurangabad,1355656,50905731
Maharashtra,2020,4,amravati,613354,17585936
Maharashtra,2020,4,washim,183624,4818498
Maharashtra,2020,4,sangli,655430,15699266
Maharashtra,2020,4,gadchiroli,129535,3216726
Maharashtra,2020,4,raigad,1103959,27052023
Maharashtra,2020,4,palghar,1136061,24404168
Maharashtra,2020,4,jalna,380761,12432017
Maharashtra,2020,4,gondia,207793,4686609
Maharashtra,2020,4,ahmednagar,1237321,40612625
Maharashtra,2020,4,pune,6033615,207736217
Maharashtra,2020,4,beed,502927,16058755
Maharashtra,2020,4,satara,776616,21434910
Maharashtra,2021,1,jalgaon,880235,24564263
Maharashtra,2021,1,latur,582713,19927797
Maharashtra,2021,1,thane,4014464,95853664
Maharashtra,2021,1,bhandara,241307,5724141
Maharashtra,2021,1,nandurbar,200690,5232672
Maharashtra,2021,1,chandrapur,433697,10769204
Maharashtra,2021,1,kolhapur,1048158,24082808
Maharashtra,2021,1,solapur,1199130,43629720
Maharashtra,2021,1,mumbai,1450548,29473502
Maharashtra,2021,1,sindhudurg,158487,2681466
Maharashtra,2021,1,dhule,391549,11609420
Maharashtra,2021,1,wardha,281356,6547455
Maharashtra,2021,1,parbhani,341747,10585846
Maharashtra,2021,1,mumbai suburban,3886500,82964739
Maharashtra,2021,1,hingoli,184818,5031701
Maharashtra,2021,1,ratnagiri,279598,4518936
Maharashtra,2021,1,nanded,620908,19605168
Maharashtra,2021,1,osmanabad,363717,13404694
Maharashtra,2021,1,nagpur,1761562,50475590
Maharashtra,2021,1,buldhana,526980,16060285
Maharashtra,2021,1,nashik,2049293,73733644
Maharashtra,2021,1,akola,359424,8842396
Maharashtra,2021,1,yavatmal,411242,10054649
Maharashtra,2021,1,aurangabad,1456891,56978295
Maharashtra,2021,1,amravati,660582,18290419
Maharashtra,2021,1,washim,199116,5342030
Maharashtra,2021,1,sangli,706867,18164337
Maharashtra,2021,1,gadchiroli,140084,3550696
Maharashtra,2021,1,raigad,1189907,31848388
Maharashtra,2021,1,palghar,1225423,27805492
Maharashtra,2021,1,jalna,411010,13687818
Maharashtra,2021,1,gondia,224168,5277879
Maharashtra,2021,1,ahmednagar,1333477,46024131
Maharashtra,2021,1,pune,6481971,257611232
Maharashtra,2021,1,beed,543616,17941211
Maharashtra,2021,1,satara,836302,24080796
Maharashtra,2021,2,jalgaon,943259,35301873
Maharashtra,2021,2,latur,624744,29180891
Maharashtra,2021,2,thane,4290066,64723378
Maharashtra,2021,2,bhandara,258606,8333396
Maharashtra,2021,2,nandurbar,215867,10883715
Maharashtra,2021,2,chandrapur,465162,19083472
Maharashtra,2021,2,kolhapur,1120732,25166053
Maharashtra,2021,2,solapur,1283601,70070564
Maharashtra,2021,2,mumbai,1549784,15755744
Maharashtra,2021,2,sindhudurg,169850,6676394
Maharashtra,2021,2,dhule,420452,18433982
Maharashtra,2021,2,wardha,301303,11242152
Maharashtra,2021,2,parbhani,366307,20114134
Maharashtra,2021,2,mumbai suburban,4151227,48912802
Maharashtra,2021,2,hingoli,198989,10972408
Maharashtra,2021,2,ratnagiri,299931,11050624
Maharashtra,2021,2,nanded,666016,33359336
Maharashtra,2021,2,osmanabad,390287,28330715
Maharashtra,2021,2,nagpur,1883447,45250899
Maharashtra,2021,2,buldhana,565868,28581359
Maharashtra,2021,2,nashik,2191882,75757960
Maharashtra,2021,2,akola,385734,13364304
Maharashtra,2021,2,yavatmal,442623,21915611
Maharashtra,2021,2,aurangabad,1557693,63292884
Maharashtra,2021,2,amravati,708106,26297460
Maharashtra,2021,2,washim,214281,11684560
Maharashtra,2021,2,sangli,756769,28300612
Maharashtra,2021,2,gadchiroli,150715,8590038
Maharashtra,2021,2,raigad,1272744,29988653
Maharashtra,2021,2,palghar,1312388,24969796
Maharashtra,2021,2,jalna,441936,27109811
Maharashtra,2021,2,gondia,240700,9019259
Maharashtra,2021,2,ahmednagar,1429562,71089482
Maharashtra,2021,2,pune,6915820,182010403
Maharashtra,2021,2,beed,583148,38733719
Maharashtra,2021,2,satara,895098,34535149
Maharashtra,2021,3,jalgaon,1015954,44589296
Maharashtra,2021,3,latur,672411,35447172
Maharashtra,2021,3,thane,4597394,83300680
Maharashtra,2021,3,bhandara,278950,10492117
Maharashtra,2021,3,nandurbar,233351,14068043
Maharashtra,2021,3,chandrapur,501428,24953314
Maharashtra,2021,3,kolhapur,1201767,30276720
Maharashtra,2021,3,solapur,1380100,90517777
Maharashtra,2021,3,mumbai,1659663,22719084
Maharashtra,2021,3,sindhudurg,182992,8049285
Maharashtra,2021,3,dhule,453563,23874749
Maharashtra,2021,3,wardha,324042,14222066
Maharashtra,2021,3,parbhani,394690,24802131
Maharashtra,2021,3,mumbai suburban,4444495,64351820
Maharashtra,2021,3,hingoli,215433,13648354
Maharashtra,2021,3,ratnagiri,322959,12217296
Maharashtra,2021,3,nanded,718196,42572195
Maharashtra,2021,3,osmanabad,420827,34207354
Maharashtra,2021,3,nagpur,2020264,59516934
Maharashtra,2021,3,buldhana,610959,37781452
Maharashtra,2021,3,nashik,2352259,98434796
Maharashtra,2021,3,akola,415627,18302939
Maharashtra,2021,3,yavatmal,479110,29675311
Maharashtra,2021,3,aurangabad,1671665,80700747
Maharashtra,2021,3,amravati,762967,34351482
Maharashtra,2021,3,washim,232323,15590563
Maharashtra,2021,3,sangli,812828,36928390
Maharashtra,2021,3,gadchiroli,163308,11389807
Maharashtra,2021,3,raigad,1365513,37710413
Maharashtra,2021,3,palghar,1410321,32925198
Maharashtra,2021,3,jalna,477979,33173132
Maharashtra,2021,3,gondia,260029,11333638
Maharashtra,2021,3,ahmednagar,1539300,92999756
Maharashtra,2021,3,pune,7398336,249779063
Maharashtra,2021,3,beed,628912,47304097
Maharashtra,2021,3,satara,961302,43163681
Maharashtra,2021,4,jalgaon,1087090,54643157
Maharashtra,2021,4,latur,719450,42649479
Maharashtra,2021,4,thane,4906492,134242235
Maharashtra,2021,4,bhandara,298697,11690408
Maharashtra,2021,4,nandurbar,250332,11355907
Maharashtra,2021,4,chandrapur,537212,23606587
Maharashtra,2021,4,kolhapur,1282234,52717877
Maharashtra,2021,4,solapur,1475291,99334977
Maharashtra,2021,4,mumbai,1770325,42805095
Maharashtra,2021,4,sindhudurg,195901,4296168
Maharashtra,2021,4,dhule,485968,24495240
Maharashtra,2021,4,wardha,346618,14636917
Maharashtra,2021,4,parbhani,422969,23200712
Maharashtra,2021,4,mumbai suburban,4740546,109361875
Maharashtra,2021,4,hingoli,231679,11737542
Maharashtra,2021,4,ratnagiri,345590,7938110
Maharashtra,2021,4,nanded,769599,45011341
Maharashtra,2021,4,osmanabad,450897,31235487
Maharashtra,2021,4,nagpur,2157149,99886471
Maharashtra,2021,4,buldhana,655296,38436220
Maharashtra,2021,4,nashik,2510393,133427791
Maharashtra,2021,4,akola,445026,21961729
Maharashtra,2021,4,yavatmal,514770,24464792
Maharashtra,2021,4,aurangabad,1786190,111147080
Maharashtra,2021,4,amravati,816701,38104234
Maharashtra,2021,4,washim,249576,13081507
Maharashtra,2021,4,sangli,868213,41662685
Maharashtra,2021,4,gadchiroli,175431,7057618
Maharashtra,2021,4,raigad,1457720,50821939
Maharashtra,2021,4,palghar,1508500,45585256
Maharashtra,2021,4,jalna,513160,30611882
Maharashtra,2021,4,gondia,278573,11623573
Maharashtra,2021,4,ahmednagar,1646991,99905359
Maharashtra,2021,4,pune,7880431,427289734
Maharashtra,2021,4,beed,674258,40582491
Maharashtra,2021,4,satara,1027238,51129773
Maharashtra,2022,1,jalgaon,1156268,72850684
Maharashtra,2022,1,latur,764670,56012514
Maharashtra,2022,1,thane,5196050,36680314
Maharashtra,2022,1,bhandara,317709,17152369
Maharashtra,2022,1,nandurbar,266795,27838113
Maharashtra,2022,1,chandrapur,570979,46226115
Maharashtra,2022,1,kolhapur,1357916,44102892
Maharashtra,2022,1,solapur,1565902,178663433
Maharashtra,2022,1,mumbai,1873643,6937597
Maharashtra,2022,1,sindhudurg,208291,14208273
Maharashtra,2022,1,dhule,517310,42627770
Maharashtra,2022,1,wardha,368011,28821210
Maharashtra,2022,1,parbhani,450092,48613776
Maharashtra,2022,1,mumbai suburban,5017556,20523596
Maharashtra,2022,1,hingoli,247201,28802775
Maharashtra,2022,1,ratnagiri,366636,22168726
Maharashtra,2022,1,nanded,818876,75402365
Maharashtra,2022,1,osmanabad,479545,78950852
Maharashtra,2022,1,nagpur,2286011,62584115
Maharashtra,2022,1,buldhana,698097,72532489
Maharashtra,2022,1,nashik,2661739,123708845
Maharashtra,2022,1,akola,473498,34414449
Maharashtra,2022,1,yavatmal,548600,60532112
Maharashtra,2022,1,aurangabad,1894797,102754741
Maharashtra,2022,1,amravati,868057,58399645
Maharashtra,2022,1,washim,266019,33931899
Maharashtra,2022,1,sangli,921182,74801129
Maharashtra,2022,1,gadchiroli,186967,21889562
Maharashtra,2022,1,raigad,1544883,32504167
Maharashtra,2022,1,palghar,1601518,33545649
Maharashtra,2022,1,jalna,547672,64639245
Maharashtra,2022,1,gondia,296361,20628768
Maharashtra,2022,1,ahmednagar,1749682,162352399
Maharashtra,2022,1,pune,8331582,196168807
Maharashtra,2022,1,beed,717334,87680370
Maharashtra,2022,1,satara,1090181,68117749
Maharashtra,2022,2,jalgaon,1220513,86604210
Maharashtra,2022,2,latur,806328,62442383
Maharashtra,2022,2,thane,5471749,33991836
Maharashtra,2022,2,bhandara,335385,19090974
Maharashtra,2022,2,nandurbar,281849,34195706
Maharashtra,2022,2,chandrapur,602491,54957048
Maharashtra,2022,2,kolhapur,1428752,49114165
Maharashtra,2022,2,solapur,1649511,210685118
Maharashtra,2022,2,mumbai,1972178,6067589
Maharashtra,2022,2,sindhudurg,219513,16161050
Maharashtra,2022,2,dhule,546411,48704498
Maharashtra,2022,2,wardha,387779,34231505
Maharashtra,2022,2,parbhani,475099,60701206
Maharashtra,2022,2,mumbai suburban,5281053,18144066
Maharashtra,2022,2,hingoli,261356,34376077
Maharashtra,2022,2,ratnagiri,386205,27879839
Maharashtra,2022,2,nanded,864519,91285829
Maharashtra,2022,2,osmanabad,505757,89304598
Maharashtra,2022,2,nagpur,2407812,69028954
Maharashtra,2022,2,buldhana,737963,88820070
Maharashtra,2022,2,nashik,2803471,145768720
Maharashtra,2022,2,akola,500054,39236629
Maharashtra,2022,2,yavatmal,579638,73957323
Maharashtra,2022,2,aurangabad,1996927,118912859
Maharashtra,2022,2,amravati,915589,63414291
Maharashtra,2022,2,washim,281323,39129459
Maharashtra,2022,2,sangli,970235,87653019
Maharashtra,2022,2,gadchiroli,197516,26037494
Maharashtra,2022,2,raigad,1626771,36727170
Maharashtra,2022,2,palghar,1689875,35313113
Maharashtra,2022,2,jalna,579234,80567676
Maharashtra,2022,2,gondia,313009,24263083
Maharashtra,2022,2,ahmednagar,1844168,183118960
Maharashtra,2022,2,pune,8757249,209135770
Maharashtra,2022,2,beed,757060,115979666
Maharashtra,2022,2,satara,1148444,77944066
Maharashtra,2022,3,jalgaon,1286175,97532092
Maharashtra,2022,3,latur,848269,63264921
Maharashtra,2022,3,thane,5757165,33263065
Maharashtra,2022,3,bhandara,353174,19465120
Maharashtra,2022,3,nandurbar,296795,34198673
Maharashtra,2022,3,chandrapur,634045,56800651
Maharashtra,2022,3,kolhapur,1502306,47052254
Maharashtra,2022,3,solapur,1733556,228942597
Maharashtra,2022,3,mumbai,2074701,5594171
Maharashtra,2022,3,sindhudurg,229975,15739159
Maharashtra,2022,3,dhule,575813,54322077
Maharashtra,2022,3,wardha,407248,36192835
Maharashtra,2022,3,parbhani,499848,65733280
Maharashtra,2022,3,mumbai suburban,5555095,17750407
Maharashtra,2022,3,hingoli,275473,39256792
Maharashtra,2022,3,ratnagiri,405070,25571739
Maharashtra,2022,3,nanded,910486,98753308
Maharashtra,2022,3,osmanabad,531671,91882360
Maharashtra,2022,3,nagpur,2532986,66164790
Maharashtra,2022,3,buldhana,777977,93279571
Maharashtra,2022,3,nashik,2948824,151235515
Maharashtra,2022,3,akola,526815,44796514
Maharashtra,2022,3,yavatmal,610128,88314496
Maharashtra,2022,3,aurangabad,2101234,124307909
Maharashtra,2022,3,amravati,963982,72957653
Maharashtra,2022,3,washim,296272,43840731
Maharashtra,2022,3,sangli,1019817,93113946
Maharashtra,2022,3,gadchiroli,207786,26316493
Maharashtra,2022,3,raigad,1710945,36872830
Maharashtra,2022,3,palghar,1781265,36549593
Maharashtra,2022,3,jalna,610313,84336941
Maharashtra,2022,3,gondia,329157,25958200
Maharashtra,2022,3,ahmednagar,1940071,199343174
Maharashtra,2022,3,pune,9194074,217143958
Maharashtra,2022,3,beed,796486,119694601
Maharashtra,2022,3,satara,1207605,83121296
Maharashtra,2022,4,jalgaon,1347408,79656163
