State,Year,Quarter,District,Registered_user,App_opens
Maharashtra,2022,4,latur,887351,60177337
Maharashtra,2022,4,thane,6042267,184887911
Maharashtra,2022,4,bhandara,369204,18125226
Maharashtra,2022,4,nandurbar,310094,17119982
Maharashtra,2022,4,chandrapur,662924,36567710
Maharashtra,2022,4,kolhapur,1571012,86481902
Maharashtra,2022,4,solapur,1811044,146728122
Maharashtra,2022,4,mumbai,2178155,63083465
Maharashtra,2022,4,sindhudurg,238677,6295157
Maharashtra,2022,4,dhule,603068,34986063
Maharashtra,2022,4,wardha,425327,26485214
Maharashtra,2022,4,parbhani,522880,32441607
Maharashtra,2022,4,mumbai suburban,5831539,155449376
Maharashtra,2022,4,hingoli,287777,17611932
Maharashtra,2022,4,ratnagiri,421696,11927717
Maharashtra,2022,4,nanded,952368,64607385
Maharashtra,2022,4,osmanabad,555058,47593507
Maharashtra,2022,4,nagpur,2655029,151837643
Maharashtra,2022,4,buldhana,814274,57822754
Maharashtra,2022,4,nashik,3086721,185459628
Maharashtra,2022,4,akola,551450,37011584
Maharashtra,2022,4,yavatmal,636910,41634405
Maharashtra,2022,4,aurangabad,2201353,146821264
Maharashtra,2022,4,amravati,1009815,59560804
Maharashtra,2022,4,washim,309651,21117499
Maharashtra,2022,4,sangli,1065081,70382653
Maharashtra,2022,4,gadchiroli,216959,11342922
Maharashtra,2022,4,raigad,1791713,73942725
Maharashtra,2022,4,palghar,1870957,68958750
Maharashtra,2022,4,jalna,638204,44298600
Maharashtra,2022,4,gondia,343702,19624448
Maharashtra,2022,4,ahmednagar,2027819,148431661
Maharashtra,2022,4,pune,9622338,614868245
Maharashtra,2022,4,beed,832340,60213520
Maharashtra,2022,4,satara,1261863,78647815
Maharashtra,2023,1,jalgaon,1410012,107009647
Maharashtra,2023,1,latur,927949,76927056
Maharashtra,2023,1,thane,6314618,37717587
Maharashtra,2023,1,bhandara,386568,23757706
Maharashtra,2023,1,nandurbar,324445,45901937
Maharashtra,2023,1,chandrapur,693485,70031826
Maharashtra,2023,1,kolhapur,1639701,69294490
Maharashtra,2023,1,solapur,1892509,279137206
Maharashtra,2023,1,mumbai,2276888,5500107
Maharashtra,2023,1,sindhudurg,249054,20400172
Maharashtra,2023,1,dhule,631067,65562712
Maharashtra,2023,1,wardha,444462,49746421
Maharashtra,2023,1,parbhani,547272,72980274
Maharashtra,2023,1,mumbai suburban,6095695,16558562
Maharashtra,2023,1,hingoli,301638,45157514
Maharashtra,2023,1,ratnagiri,440075,39482971
Maharashtra,2023,1,nanded,996734,106121861
Maharashtra,2023,1,osmanabad,580445,99762242
Maharashtra,2023,1,nagpur,2775157,81061975
Maharashtra,2023,1,buldhana,852571,103688626
Maharashtra,2023,1,nashik,3223873,184271268
Maharashtra,2023,1,akola,577226,53639246
Maharashtra,2023,1,yavatmal,666609,107124986
Maharashtra,2023,1,aurangabad,2300283,134847142
Maharashtra,2023,1,amravati,1056858,86244605
Maharashtra,2023,1,washim,324314,54317789
Maharashtra,2023,1,sangli,1112360,117179900
Maharashtra,2023,1,gadchiroli,226894,42377069
Maharashtra,2023,1,raigad,1871153,46986782
Maharashtra,2023,1,palghar,1957628,53816474
Maharashtra,2023,1,jalna,668316,93933311
Maharashtra,2023,1,gondia,359604,31018390
Maharashtra,2023,1,ahmednagar,2119506,223886663
Maharashtra,2023,1,pune,10037022,258541142
Maharashtra,2023,1,beed,870961,133891530
Maharashtra,2023,1,satara,1317832,106275736
Maharashtra,2023,2,jalgaon,1469356,118265147
Maharashtra,2023,2,latur,966702,69524230
Maharashtra,2023,2,thane,6552282,40857773
Maharashtra,2023,2,bhandara,403017,22360089
Maharashtra,2023,2,nandurbar,338619,58652495
Maharashtra,2023,2,chandrapur,723425,76346173
Maharashtra,2023,2,kolhapur,1703029,72865757
Maharashtra,2023,2,solapur,1970077,263841375
Maharashtra,2023,2,mumbai,2361852,5069174
Maharashtra,2023,2,sindhudurg,259618,23225641
Maharashtra,2023,2,dhule,657948,77212724
Maharashtra,2023,2,wardha,463116,49030852
Maharashtra,2023,2,parbhani,570977,79915051
Maharashtra,2023,2,mumbai suburban,6322778,15860612
Maharashtra,2023,2,hingoli,315682,47487754
Maharashtra,2023,2,ratnagiri,458493,40324614
Maharashtra,2023,2,nanded,1039476,121542302
Maharashtra,2023,2,osmanabad,605615,105135971
Maharashtra,2023,2,nagpur,2882255,84770756
Maharashtra,2023,2,buldhana,890018,112371546
Maharashtra,2023,2,nashik,3350410,209232203
Maharashtra,2023,2,akola,601704,50992224
Maharashtra,2023,2,yavatmal,696177,114446180
Maharashtra,2023,2,aurangabad,2390854,154173716
Maharashtra,2023,2,amravati,1100682,84728289
Maharashtra,2023,2,washim,339152,56218274
Maharashtra,2023,2,sangli,1157260,122118287
Maharashtra,2023,2,gadchiroli,237313,50440631
Maharashtra,2023,2,raigad,1942119,58099427
Maharashtra,2023,2,palghar,2037722,60362815
Maharashtra,2023,2,jalna,698682,101460348
Maharashtra,2023,2,gondia,375090,37700961
Maharashtra,2023,2,ahmednagar,2208055,243629388
Maharashtra,2023,2,pune,10396344,260130249
Maharashtra,2023,2,beed,909491,163254703
Maharashtra,2023,2,satara,1371460,112211599
Maharashtra,2023,3,jalgaon,1529992,123442622
Maharashtra,2023,3,latur,1006145,57907262
Maharashtra,2023,3,thane,6802106,38150498
Maharashtra,2023,3,bhandara,420322,23315387
Maharashtra,2023,3,nandurbar,352858,90388683
Maharashtra,2023,3,chandrapur,754238,82624927
Maharashtra,2023,3,kolhapur,1770692,61008692
Maharashtra,2023,3,solapur,2050042,188806621
Maharashtra,2023,3,mumbai,2450770,4670622
Maharashtra,2023,3,sindhudurg,270085,25809368
Maharashtra,2023,3,dhule,685192,86722729
Maharashtra,2023,3,wardha,482011,50869367
Maharashtra,2023,3,parbhani,594897,74954199
Maharashtra,2023,3,mumbai suburban,6560867,14208097
Maharashtra,2023,3,hingoli,329360,53436408
Maharashtra,2023,3,ratnagiri,476573,38765827
Maharashtra,2023,3,nanded,1083788,97025405
Maharashtra,2023,3,osmanabad,630584,89965868
Maharashtra,2023,3,nagpur,2995471,83230298
Maharashtra,2023,3,buldhana,928174,94951833
Maharashtra,2023,3,nashik,3481028,223286708
Maharashtra,2023,3,akola,626507,54844425
Maharashtra,2023,3,yavatmal,726136,122689712
Maharashtra,2023,3,aurangabad,2485041,142936286
Maharashtra,2023,3,amravati,1146341,105205644
Maharashtra,2023,3,washim,353548,55678765
Maharashtra,2023,3,sangli,1203678,107556687
Maharashtra,2023,3,gadchiroli,247702,58567729
Maharashtra,2023,3,raigad,2017277,67554402
Maharashtra,2023,3,palghar,2118552,71653613
Maharashtra,2023,3,jalna,728366,78474889
Maharashtra,2023,3,gondia,390942,38222556
Maharashtra,2023,3,ahmednagar,2297997,202698910
Maharashtra,2023,3,pune,10780092,221118402
Maharashtra,2023,3,beed,947480,127194060
Maharashtra,2023,3,satara,1426143,95047326
Maharashtra,2023,4,jalgaon,1588430,101228956
Maharashtra,2023,4,latur,1043239,56001885
Maharashtra,2023,4,thane,7044610,333511371
Maharashtra,2023,4,bhandara,436738,22511529
Maharashtra,2023,4,nandurbar,365994,34725168
Maharashtra,2023,4,chandrapur,782881,48842268
Maharashtra,2023,4,kolhapur,1832641,109205223
Maharashtra,2023,4,solapur,2124162,130344669
Maharashtra,2023,4,mumbai,2537871,130746309
Maharashtra,2023,4,sindhudurg,280277,16252211
Maharashtra,2023,4,dhule,711303,45105615
Maharashtra,2023,4,wardha,500096,28241399
Maharashtra,2023,4,parbhani,618057,36560916
Maharashtra,2023,4,mumbai suburban,6796218,319095631
Maharashtra,2023,4,hingoli,342201,20266114
Maharashtra,2023,4,ratnagiri,494267,25137221
Maharashtra,2023,4,nanded,1125521,74793485
Maharashtra,2023,4,osmanabad,654537,51367650
Maharashtra,2023,4,nagpur,3102070,156154783
Maharashtra,2023,4,buldhana,964619,69811158
Maharashtra,2023,4,nashik,3606029,212083749
Maharashtra,2023,4,akola,650112,36032496
Maharashtra,2023,4,yavatmal,754276,54078333
Maharashtra,2023,4,aurangabad,2575931,136298406
Maharashtra,2023,4,amravati,1189080,73590033
Maharashtra,2023,4,washim,367432,22826595
Maharashtra,2023,4,sangli,1247423,77772695
Maharashtra,2023,4,gadchiroli,257488,21861779
Maharashtra,2023,4,raigad,2089294,120144734
Maharashtra,2023,4,palghar,2198589,126204878
Maharashtra,2023,4,jalna,756783,43550453
Maharashtra,2023,4,gondia,405663,26208921
Maharashtra,2023,4,ahmednagar,2381246,133316864
Maharashtra,2023,4,pune,11135186,661630197
Maharashtra,2023,4,beed,983937,54939143
Maharashtra,2023,4,satara,1477919,83560318
Manipur,2018,1,kangpokpi,1439,0
Manipur,2018,1,noney,216,0
Manipur,2018,1,imphal east,6759,0
Manipur,2018,1,thoubal,2764,0
Manipur,2018,1,kakching,915,0
Manipur,2018,1,jiribam,460,0
Manipur,2018,1,ukhrul,602,0
Manipur,2018,1,tamenglong,550,0
Manipur,2018,1,kamjong,108,0
Manipur,2018,1,chandel,452,0
Manipur,2018,1,bishnupur,2371,0
Manipur,2018,1,senapati,85,0
Manipur,2018,1,pherzawl,24,0
Manipur,2018,1,churachandpur,1524,0
Manipur,2018,1,tengnoupal,352,0
Manipur,2018,1,imphal west,11304,0
Manipur,2018,2,kangpokpi,2183,0
Manipur,2018,2,noney,351,0
Manipur,2018,2,imphal east,10390,0
Manipur,2018,2,thoubal,4771,0
Manipur,2018,2,kakching,1571,0
Manipur,2018,2,jiribam,732,0
Manipur,2018,2,ukhrul,905,0
Manipur,2018,2,tamenglong,824,0
Manipur,2018,2,kamjong,144,0
Manipur,2018,2,chandel,706,0
Manipur,2018,2,bishnupur,3751,0
Manipur,2018,2,senapati,155,0
Manipur,2018,2,pherzawl,38,0
Manipur,2018,2,churachandpur,2362,0
Manipur,2018,2,tengnoupal,631,0
Manipur,2018,2,imphal west,16541,0
Manipur,2018,3,kangpokpi,3073,0
Manipur,2018,3,noney,504,0
Manipur,2018,3,imphal east,13541,0
Manipur,2018,3,thoubal,6112,0
Manipur,2018,3,kakching,2326,0
Manipur,2018,3,jiribam,1086,0
Manipur,2018,3,ukhrul,1346,0
Manipur,2018,3,tamenglong,1268,0
Manipur,2018,3,kamjong,213,0
Manipur,2018,3,chandel,962,0
Manipur,2018,3,bishnupur,5106,0
Manipur,2018,3,senapati,229,0
Manipur,2018,3,pherzawl,51,0
Manipur,2018,3,churachandpur,3420,0
Manipur,2018,3,tengnoupal,1002,0
Manipur,2018,3,imphal west,21696,0
Manipur,2018,4,kangpokpi,4249,0
Manipur,2018,4,noney,716,0
Manipur,2018,4,imphal east,17777,0
Manipur,2018,4,thoubal,8027,0
Manipur,2018,4,kakching,3153,0
Manipur,2018,4,jiribam,1393,0
Manipur,2018,4,ukhrul,1842,0
Manipur,2018,4,tamenglong,1712,0
Manipur,2018,4,kamjong,290,0
Manipur,2018,4,chandel,1342,0
Manipur,2018,4,bishnupur,7049,0
Manipur,2018,4,senapati,337,0
Manipur,2018,4,pherzawl,68,0
Manipur,2018,4,churachandpur,4951,0
Manipur,2018,4,tengnoupal,1300,0
Manipur,2018,4,imphal west,28383,0
Manipur,2019,1,kangpokpi,5212,0
Manipur,2019,1,noney,919,0
Manipur,2019,1,imphal east,21136,0
Manipur,2019,1,thoubal,9529,0
Manipur,2019,1,kakching,3850,0
Manipur,2019,1,jiribam,1759,0
Manipur,2019,1,ukhrul,2368,0
Manipur,2019,1,tamenglong,2148,0
Manipur,2019,1,kamjong,382,0
Manipur,2019,1,chandel,1691,0
Manipur,2019,1,bishnupur,8537,0
Manipur,2019,1,senapati,451,0
Manipur,2019,1,pherzawl,98,0
Manipur,2019,1,churachandpur,6138,0
Manipur,2019,1,tengnoupal,1641,0
Manipur,2019,1,imphal west,33668,0
Manipur,2019,2,kangpokpi,6407,29820
Manipur,2019,2,noney,1150,6520
Manipur,2019,2,imphal east,24652,90408
Manipur,2019,2,thoubal,10915,34864
Manipur,2019,2,kakching,4599,14399
Manipur,2019,2,jiribam,2103,9838
Manipur,2019,2,ukhrul,2981,15254
Manipur,2019,2,tamenglong,2628,12386
Manipur,2019,2,kamjong,480,2245
Manipur,2019,2,chandel,2175,13881
Manipur,2019,2,bishnupur,10014,35338
Manipur,2019,2,senapati,542,9932
Manipur,2019,2,pherzawl,127,461
Manipur,2019,2,churachandpur,7662,33490
Manipur,2019,2,tengnoupal,2009,12904
Manipur,2019,2,imphal west,39303,143089
Manipur,2019,3,kangpokpi,7621,110522
Manipur,2019,3,noney,1298,23951
Manipur,2019,3,imphal east,28331,315497
Manipur,2019,3,thoubal,12427,115808
Manipur,2019,3,kakching,5355,52109
Manipur,2019,3,jiribam,2444,31194
Manipur,2019,3,ukhrul,3488,53720
Manipur,2019,3,tamenglong,3085,50057
Manipur,2019,3,kamjong,538,8114
Manipur,2019,3,chandel,2581,47685
Manipur,2019,3,bishnupur,11647,116636
Manipur,2019,3,senapati,672,32024
Manipur,2019,3,pherzawl,156,1847
Manipur,2019,3,churachandpur,9071,118819
Manipur,2019,3,tengnoupal,2334,37068
Manipur,2019,3,imphal west,45268,479154
Manipur,2019,4,kangpokpi,8850,126801
Manipur,2019,4,noney,1517,30392
Manipur,2019,4,imphal east,31935,361762
Manipur,2019,4,thoubal,14194,146102
Manipur,2019,4,kakching,6126,59893
Manipur,2019,4,jiribam,2764,34328
Manipur,2019,4,ukhrul,4091,55415
Manipur,2019,4,tamenglong,3651,57913
Manipur,2019,4,kamjong,639,9407
Manipur,2019,4,chandel,3029,55155
Manipur,2019,4,bishnupur,13387,141164
Manipur,2019,4,senapati,790,40242
Manipur,2019,4,pherzawl,192,3394
Manipur,2019,4,churachandpur,10431,127389
Manipur,2019,4,tengnoupal,2699,44120
Manipur,2019,4,imphal west,51063,562011
Manipur,2020,1,kangpokpi,10241,147812
Manipur,2020,1,noney,1787,41247
Manipur,2020,1,imphal east,36105,420094
Manipur,2020,1,thoubal,16244,175401
Manipur,2020,1,kakching,7075,74982
Manipur,2020,1,jiribam,3051,37923
Manipur,2020,1,ukhrul,4892,59944
Manipur,2020,1,tamenglong,4169,67905
Manipur,2020,1,kamjong,755,13665
Manipur,2020,1,chandel,3471,62247
Manipur,2020,1,bishnupur,15333,173021
Manipur,2020,1,senapati,922,47684
Manipur,2020,1,pherzawl,245,5039
Manipur,2020,1,churachandpur,12420,166120
Manipur,2020,1,tengnoupal,3179,53112
Manipur,2020,1,imphal west,57485,629446
Manipur,2020,2,kangpokpi,12965,203507
Manipur,2020,2,noney,2236,63200
Manipur,2020,2,imphal east,43144,517800
Manipur,2020,2,thoubal,20186,290602
Manipur,2020,2,kakching,9028,128015
Manipur,2020,2,jiribam,3660,53042
Manipur,2020,2,ukhrul,6223,94483
Manipur,2020,2,tamenglong,5158,95973
Manipur,2020,2,kamjong,888,21980
Manipur,2020,2,chandel,4278,86628
Manipur,2020,2,bishnupur,19027,275023
Manipur,2020,2,senapati,1095,76298
Manipur,2020,2,pherzawl,316,6845
Manipur,2020,2,churachandpur,15469,230835
Manipur,2020,2,tengnoupal,3926,75600
Manipur,2020,2,imphal west,67897,791660
Manipur,2020,3,kangpokpi,15966,253384
Manipur,2020,3,noney,2736,55385
Manipur,2020,3,imphal east,51383,609321
Manipur,2020,3,thoubal,24183,317792
Manipur,2020,3,kakching,10752,134942
Manipur,2020,3,jiribam,4238,66168
Manipur,2020,3,ukhrul,7657,112269
Manipur,2020,3,tamenglong,6475,109931
Manipur,2020,3,kamjong,1124,23423
Manipur,2020,3,chandel,5252,109957
Manipur,2020,3,bishnupur,22965,325558
Manipur,2020,3,senapati,1317,103022
Manipur,2020,3,pherzawl,438,8873
Manipur,2020,3,churachandpur,19501,298971
Manipur,2020,3,tengnoupal,4853,82000
Manipur,2020,3,imphal west,79723,941379
Manipur,2020,4,kangpokpi,17814,268836
Manipur,2020,4,noney,3042,54913
Manipur,2020,4,imphal east,57282,660654
Manipur,2020,4,thoubal,26858,319570
Manipur,2020,4,kakching,11913,132864
Manipur,2020,4,jiribam,4621,65672
Manipur,2020,4,ukhrul,8651,120435
Manipur,2020,4,tamenglong,7322,110430
Manipur,2020,4,kamjong,1333,27975
Manipur,2020,4,chandel,5987,120650
Manipur,2020,4,bishnupur,25629,335291
Manipur,2020,4,senapati,1513,113530
Manipur,2020,4,pherzawl,533,9387
Manipur,2020,4,churachandpur,21960,300081
Manipur,2020,4,tengnoupal,5537,88105
Manipur,2020,4,imphal west,88777,1055039
Manipur,2021,1,kangpokpi,19239,252420
Manipur,2021,1,noney,3286,55982
Manipur,2021,1,imphal east,62004,693766
Manipur,2021,1,thoubal,29072,314602
Manipur,2021,1,kakching,12888,123152
Manipur,2021,1,jiribam,5045,68826
Manipur,2021,1,ukhrul,9372,97569
Manipur,2021,1,tamenglong,7960,102778
Manipur,2021,1,kamjong,1481,28955
Manipur,2021,1,chandel,6467,107475
Manipur,2021,1,bishnupur,27615,304856
Manipur,2021,1,senapati,1655,102591
Manipur,2021,1,pherzawl,607,9375
Manipur,2021,1,churachandpur,23827,278146
Manipur,2021,1,tengnoupal,6049,83331
Manipur,2021,1,imphal west,96101,1085403
Manipur,2021,2,kangpokpi,20703,699332
Manipur,2021,2,noney,3566,233348
Manipur,2021,2,imphal east,66388,698750
Manipur,2021,2,thoubal,31139,379556
Manipur,2021,2,kakching,13816,179017
Manipur,2021,2,jiribam,5468,145822
Manipur,2021,2,ukhrul,10142,369390
Manipur,2021,2,tamenglong,8580,377885
Manipur,2021,2,kamjong,1619,186560
Manipur,2021,2,chandel,6980,399269
Manipur,2021,2,bishnupur,29671,486636
Manipur,2021,2,senapati,1769,1295855
Manipur,2021,2,pherzawl,663,77344
Manipur,2021,2,churachandpur,25573,552013
Manipur,2021,2,tengnoupal,6499,242939
Manipur,2021,2,imphal west,102833,945286
Manipur,2021,3,kangpokpi,22416,874800
Manipur,2021,3,noney,3902,300472
Manipur,2021,3,imphal east,71436,954175
Manipur,2021,3,thoubal,33478,486022
Manipur,2021,3,kakching,14924,239828
Manipur,2021,3,jiribam,5941,184052
Manipur,2021,3,ukhrul,11045,513136
Manipur,2021,3,tamenglong,9326,574128
Manipur,2021,3,kamjong,1791,242167
Manipur,2021,3,chandel,7597,522067
Manipur,2021,3,bishnupur,31996,674139
Manipur,2021,3,senapati,1958,1711032
Manipur,2021,3,pherzawl,778,100880
Manipur,2021,3,churachandpur,27600,839576
Manipur,2021,3,tengnoupal,7055,355522
Manipur,2021,3,imphal west,110506,1171776
Manipur,2021,4,kangpokpi,24082,578502
Manipur,2021,4,noney,4235,106691
Manipur,2021,4,imphal east,76421,1343041
Manipur,2021,4,thoubal,35832,671715
Manipur,2021,4,kakching,15985,254045
Manipur,2021,4,jiribam,6397,142268
Manipur,2021,4,ukhrul,11949,228837
Manipur,2021,4,tamenglong,10063,231717
Manipur,2021,4,kamjong,1996,47690
Manipur,2021,4,chandel,8184,224700
Manipur,2021,4,bishnupur,34316,600342
Manipur,2021,4,senapati,2157,232274
Manipur,2021,4,pherzawl,865,17410
Manipur,2021,4,churachandpur,29651,620822
Manipur,2021,4,tengnoupal,7557,215328
Manipur,2021,4,imphal west,118056,2087912
Manipur,2022,1,kangpokpi,25589,1969108
Manipur,2022,1,noney,4525,821300
Manipur,2022,1,imphal east,81134,1040166
Manipur,2022,1,thoubal,38088,521538
Manipur,2022,1,kakching,17014,331592
Manipur,2022,1,jiribam,6842,373094
Manipur,2022,1,ukhrul,12728,1325142
Manipur,2022,1,tamenglong,10719,2895585
Manipur,2022,1,kamjong,2128,830279
Manipur,2022,1,chandel,8724,1216929
Manipur,2022,1,bishnupur,36514,1296613
Manipur,2022,1,senapati,2286,5363948
Manipur,2022,1,pherzawl,918,309373
Manipur,2022,1,churachandpur,31533,2171488
Manipur,2022,1,tengnoupal,8027,930673
Manipur,2022,1,imphal west,125131,1240919
Manipur,2022,2,kangpokpi,27002,2652308
Manipur,2022,2,noney,4807,782172
Manipur,2022,2,imphal east,85559,1009956
Manipur,2022,2,thoubal,40196,729093
Manipur,2022,2,kakching,18011,298365
Manipur,2022,2,jiribam,7232,574516
Manipur,2022,2,ukhrul,13435,1538651
Manipur,2022,2,tamenglong,11310,2791772
Manipur,2022,2,kamjong,2243,651682
Manipur,2022,2,chandel,9201,1642357
Manipur,2022,2,bishnupur,38512,1216775
Manipur,2022,2,senapati,2402,7596610
Manipur,2022,2,pherzawl,964,283123
Manipur,2022,2,churachandpur,33293,1675207
Manipur,2022,2,tengnoupal,8495,1241856
Manipur,2022,2,imphal west,131901,1552457
Manipur,2022,3,kangpokpi,28377,2498405
Manipur,2022,3,noney,4992,776128
Manipur,2022,3,imphal east,90100,1520203
Manipur,2022,3,thoubal,42321,605201
Manipur,2022,3,kakching,18979,463388
Manipur,2022,3,jiribam,7633,390013
Manipur,2022,3,ukhrul,14002,1741319
Manipur,2022,3,tamenglong,11830,1854644
Manipur,2022,3,kamjong,2326,588199
Manipur,2022,3,chandel,9647,1296492
Manipur,2022,3,bishnupur,40486,1279672
Manipur,2022,3,senapati,2492,8069839
Manipur,2022,3,pherzawl,992,549638
Manipur,2022,3,churachandpur,35081,1521481
Manipur,2022,3,tengnoupal,8913,1270292
Manipur,2022,3,imphal west,138892,1586429
Manipur,2022,4,kangpokpi,29563,997497
Manipur,2022,4,noney,5121,153249
Manipur,2022,4,imphal east,94344,2264733
Manipur,2022,4,thoubal,44264,1137408
Manipur,2022,4,kakching,19797,442534
Manipur,2022,4,jiribam,8001,231713
Manipur,2022,4,ukhrul,14415,369769
Manipur,2022,4,tamenglong,12297,355040
Manipur,2022,4,kamjong,2341,96400
Manipur,2022,4,chandel,9973,371016
Manipur,2022,4,bishnupur,42189,976227
Manipur,2022,4,senapati,2553,489136
Manipur,2022,4,pherzawl,995,27901
Manipur,2022,4,churachandpur,36722,715234
Manipur,2022,4,tengnoupal,9295,356200
